event_id,subscription_id,failure_timestamp,day_of_month,days_to_nearest_payday_window,error_reason,amount,prior_if_failure_count,prior_if_self_resolved_rate,tenure_days,bank_network_conditions,issuing_bank_downtime_flag,network_latency_bucket,is_month_end_settlement_rush,app_version,device_build,ui_theme
evt_SYN001279,sub_SYN00816,2026-05-29 09:26:00,29,0,insufficient_fund,172.0,1,0.0,441,good,False,low,False,4.4.0,build_D9,system
evt_SYN001280,sub_SYN00817,2026-06-19 16:04:00,19,9,insufficient_fund,854.0,0,,152,good,False,low,False,4.3.1,build_E2,system
evt_SYN001281,sub_SYN00817,2026-07-24 04:38:00,24,5,insufficient_fund,854.0,1,0.0,187,good,False,low,False,5.1.2,build_B7,light
evt_SYN001282,sub_SYN00818,2026-03-21 14:56:00,21,8,insufficient_fund,323.0,0,,15,degraded,False,low,False,4.3.1,build_B7,dark
evt_SYN001283,sub_SYN00818,2026-04-16 14:03:00,16,12,insufficient_fund,323.0,1,1.0,41,good,False,medium,False,5.0.0,build_B7,system
evt_SYN001284,sub_SYN00819,2026-01-05 10:13:00,5,2,insufficient_fund,1100.0,0,,532,poor,False,low,False,4.4.0,build_C3,system
evt_SYN001285,sub_SYN00820,2025-04-27 00:54:00,27,1,insufficient_fund,123.0,0,,61,degraded,False,medium,False,4.3.1,build_D9,system
evt_SYN001286,sub_SYN00821,2025-11-16 06:35:00,16,12,insufficient_fund,197.0,0,,459,degraded,True,low,False,4.4.0,build_A1,light
evt_SYN001287,sub_SYN00821,2025-12-17 04:10:00,17,12,insufficient_fund,197.0,1,0.0,490,good,False,low,False,5.1.2,build_C3,dark
evt_SYN001288,sub_SYN00822,2026-03-23 16:25:00,23,6,insufficient_fund,363.0,0,,273,good,False,low,False,4.4.0,build_C3,dark
evt_SYN001289,sub_SYN00823,2026-05-27 03:22:00,27,2,insufficient_fund,135.0,0,,19,good,False,low,False,5.1.2,build_C3,system
evt_SYN001290,sub_SYN00824,2025-07-09 14:45:00,9,6,insufficient_fund,171.0,0,,76,degraded,False,medium,False,5.0.0,build_D9,system
evt_SYN001291,sub_SYN00824,2025-08-16 12:18:00,16,13,insufficient_fund,171.0,1,0.0,114,good,False,low,False,4.4.0,build_A1,dark
evt_SYN001292,sub_SYN00825,2025-09-13 04:19:00,13,10,insufficient_fund,2486.0,0,,130,poor,False,medium,False,5.1.2,build_E2,system
evt_SYN001293,sub_SYN00825,2025-12-31 05:08:00,31,0,insufficient_fund,2486.0,1,0.0,239,good,False,low,False,4.3.1,build_A1,dark
evt_SYN001294,sub_SYN00826,2026-06-03 00:03:00,3,0,insufficient_fund,167.0,0,,13,degraded,False,low,False,5.1.2,build_B7,system
evt_SYN001295,sub_SYN00827,2025-10-03 23:11:00,3,0,insufficient_fund,157.0,0,,362,good,False,low,False,4.2.0,build_A1,dark
evt_SYN001296,sub_SYN00828,2025-09-04 01:08:00,4,1,insufficient_fund,445.0,0,,164,good,False,low,False,4.2.0,build_C3,light
evt_SYN001297,sub_SYN00828,2025-10-10 00:33:00,10,7,insufficient_fund,445.0,1,0.0,200,good,True,medium,False,5.0.0,build_C3,system
evt_SYN001298,sub_SYN00829,2025-04-28 23:31:00,28,0,insufficient_fund,317.0,0,,123,good,False,low,False,5.0.0,build_B7,dark
evt_SYN001299,sub_SYN00830,2026-02-08 17:40:00,8,5,insufficient_fund,449.0,0,,233,good,False,high,False,5.1.2,build_B7,system
evt_SYN001300,sub_SYN00830,2026-03-11 18:17:00,11,8,insufficient_fund,449.0,1,0.0,264,good,False,medium,False,4.4.0,build_A1,dark
evt_SYN001301,sub_SYN00830,2026-04-19 03:04:00,19,9,insufficient_fund,449.0,2,0.0,303,degraded,False,medium,False,4.2.0,build_E2,light
evt_SYN001302,sub_SYN00831,2025-06-24 01:09:00,24,4,insufficient_fund,416.0,0,,91,good,False,medium,True,4.3.1,build_E2,dark
evt_SYN001303,sub_SYN00832,2025-12-19 23:45:00,19,10,insufficient_fund,691.0,0,,17,poor,False,low,False,4.3.1,build_D9,dark
evt_SYN001304,sub_SYN00833,2025-03-04 07:50:00,4,1,insufficient_fund,174.0,0,,228,good,False,medium,False,5.1.2,build_D9,light
evt_SYN001305,sub_SYN00833,2025-04-01 18:53:00,1,0,insufficient_fund,174.0,1,0.0,256,degraded,False,low,False,5.1.2,build_B7,dark
evt_SYN001306,sub_SYN00833,2025-05-03 08:59:00,3,0,insufficient_fund,174.0,2,0.0,288,good,False,low,False,5.1.2,build_E2,dark
evt_SYN001307,sub_SYN00834,2025-09-22 21:55:00,22,6,insufficient_fund,353.0,0,,29,good,False,low,False,4.2.0,build_E2,dark
evt_SYN001308,sub_SYN00834,2025-10-10 09:52:00,10,7,insufficient_fund,353.0,1,0.0,47,good,False,low,False,4.2.0,build_A1,light
evt_SYN001309,sub_SYN00835,2026-03-01 18:30:00,1,0,insufficient_fund,482.0,0,,22,good,False,medium,True,4.3.1,build_A1,light
evt_SYN001310,sub_SYN00835,2026-04-01 13:03:00,1,0,insufficient_fund,482.0,1,0.0,53,degraded,False,medium,False,4.2.0,build_C3,light
evt_SYN001311,sub_SYN00836,2026-05-17 07:39:00,17,12,insufficient_fund,740.0,0,,25,good,False,low,False,4.3.1,build_D9,light
evt_SYN001312,sub_SYN00836,2026-06-18 06:11:00,18,10,insufficient_fund,740.0,1,0.0,57,degraded,False,low,False,4.4.0,build_C3,system
evt_SYN001313,sub_SYN00836,2026-07-16 14:32:00,16,13,insufficient_fund,740.0,2,0.0,85,good,False,low,True,4.3.1,build_D9,dark
evt_SYN001314,sub_SYN00837,2026-04-10 11:58:00,10,7,insufficient_fund,346.0,0,,394,good,False,low,False,4.3.1,build_C3,system
evt_SYN001315,sub_SYN00838,2026-05-28 04:30:00,28,1,insufficient_fund,368.0,0,,685,degraded,False,medium,False,5.0.0,build_B7,dark
evt_SYN001316,sub_SYN00839,2025-02-01 10:38:00,1,0,insufficient_fund,186.0,0,,143,degraded,False,low,True,4.4.0,build_B7,system
evt_SYN001317,sub_SYN00839,2025-02-27 07:13:00,27,0,insufficient_fund,186.0,1,1.0,169,good,False,low,False,5.0.0,build_B7,light
evt_SYN001318,sub_SYN00840,2025-03-25 09:32:00,25,4,insufficient_fund,166.0,0,,59,good,False,medium,False,4.4.0,build_E2,system
evt_SYN001319,sub_SYN00840,2025-07-07 05:42:00,7,4,insufficient_fund,166.0,1,0.0,163,good,False,low,False,5.0.0,build_A1,light
evt_SYN001320,sub_SYN00841,2026-05-19 16:51:00,19,10,insufficient_fund,140.0,0,,681,good,False,low,False,4.2.0,build_E2,system
evt_SYN001321,sub_SYN00841,2026-06-04 03:51:00,4,1,insufficient_fund,140.0,1,0.0,697,degraded,False,medium,False,4.3.1,build_B7,system
evt_SYN001322,sub_SYN00841,2026-07-03 22:54:00,3,0,insufficient_fund,140.0,2,0.0,726,good,False,medium,False,4.3.1,build_A1,dark
evt_SYN001323,sub_SYN00842,2025-09-11 08:14:00,11,8,insufficient_fund,682.0,0,,243,good,False,medium,False,5.1.2,build_A1,light
evt_SYN001324,sub_SYN00843,2026-04-13 05:40:00,13,10,insufficient_fund,95.0,0,,189,good,False,medium,True,4.3.1,build_A1,light
evt_SYN001325,sub_SYN00844,2025-08-16 15:00:00,16,13,insufficient_fund,738.0,0,,132,degraded,False,high,True,4.2.0,build_A1,dark
evt_SYN001326,sub_SYN00845,2026-06-02 02:38:00,2,0,insufficient_fund,174.0,0,,57,good,False,medium,False,4.4.0,build_C3,light
evt_SYN001327,sub_SYN00845,2026-07-10 23:53:00,10,7,insufficient_fund,174.0,1,0.0,95,poor,False,medium,False,5.1.2,build_E2,dark
evt_SYN001328,sub_SYN00845,2026-07-26 16:23:00,26,3,insufficient_fund,174.0,2,0.5,111,good,False,high,False,4.3.1,build_A1,light
evt_SYN001329,sub_SYN00846,2026-03-27 23:55:00,27,2,insufficient_fund,860.0,0,,90,degraded,False,high,False,4.3.1,build_B7,system
evt_SYN001330,sub_SYN00847,2025-10-13 04:39:00,13,10,insufficient_fund,676.0,0,,62,good,False,low,False,4.2.0,build_C3,system
evt_SYN001331,sub_SYN00847,2025-11-19 01:31:00,19,9,insufficient_fund,676.0,1,0.0,99,good,False,low,False,4.4.0,build_D9,system
evt_SYN001332,sub_SYN00848,2026-04-03 06:00:00,3,0,insufficient_fund,149.0,0,,83,good,False,medium,False,4.3.1,build_C3,system
evt_SYN001333,sub_SYN00849,2025-04-01 16:00:00,1,0,insufficient_fund,126.0,0,,242,good,False,low,True,5.0.0,build_B7,system
evt_SYN001334,sub_SYN00850,2025-06-15 09:37:00,15,12,insufficient_fund,120.0,0,,346,degraded,False,medium,False,5.1.2,build_C3,system
evt_SYN001335,sub_SYN00850,2025-11-28 17:49:00,28,0,insufficient_fund,120.0,1,0.0,512,good,False,medium,False,4.4.0,build_E2,light
evt_SYN001336,sub_SYN00851,2025-10-27 17:31:00,27,2,insufficient_fund,941.0,0,,43,good,False,low,False,4.3.1,build_C3,system
evt_SYN001337,sub_SYN00852,2026-05-18 20:16:00,18,11,insufficient_fund,148.0,0,,483,good,False,low,False,4.2.0,build_D9,system
evt_SYN001338,sub_SYN00852,2026-06-29 03:34:00,29,0,insufficient_fund,148.0,1,0.0,525,good,False,low,False,4.2.0,build_E2,system
evt_SYN001339,sub_SYN00852,2026-07-17 10:36:00,17,12,insufficient_fund,148.0,2,0.0,543,degraded,False,low,False,5.0.0,build_D9,dark
evt_SYN001340,sub_SYN00852,2026-07-27 04:40:00,27,2,insufficient_fund,148.0,3,0.0,553,good,False,low,False,5.1.2,build_D9,light
evt_SYN001341,sub_SYN00853,2026-03-16 15:34:00,16,13,insufficient_fund,392.0,0,,209,degraded,False,low,False,4.2.0,build_A1,light
evt_SYN001342,sub_SYN00854,2026-04-09 01:31:00,9,6,insufficient_fund,365.0,0,,45,poor,False,medium,False,4.4.0,build_C3,system
evt_SYN001343,sub_SYN00855,2026-05-22 02:33:00,22,7,insufficient_fund,657.0,0,,226,degraded,False,low,False,4.3.1,build_E2,light
evt_SYN001344,sub_SYN00856,2026-06-05 15:05:00,5,2,insufficient_fund,458.0,0,,168,good,False,low,False,4.2.0,build_D9,dark
evt_SYN001345,sub_SYN00856,2026-07-04 02:42:00,4,1,insufficient_fund,458.0,1,0.0,197,degraded,False,medium,False,4.4.0,build_A1,light
evt_SYN001346,sub_SYN00857,2026-01-22 20:38:00,22,7,insufficient_fund,335.0,0,,100,good,False,low,False,4.2.0,build_C3,light
evt_SYN001347,sub_SYN00857,2026-02-05 23:28:00,5,2,insufficient_fund,335.0,1,0.0,114,degraded,False,medium,False,4.4.0,build_B7,light
evt_SYN001348,sub_SYN00858,2026-04-28 01:53:00,28,0,insufficient_fund,3396.0,0,,117,good,False,low,False,4.4.0,build_B7,system
evt_SYN001349,sub_SYN00859,2026-04-26 03:58:00,26,2,insufficient_fund,105.0,0,,43,good,False,low,False,5.1.2,build_A1,dark
evt_SYN001350,sub_SYN00859,2026-05-17 21:14:00,17,12,insufficient_fund,105.0,1,1.0,64,good,False,medium,False,5.1.2,build_E2,light
evt_SYN001351,sub_SYN00860,2026-06-14 20:53:00,14,11,insufficient_fund,765.0,0,,166,good,False,low,False,4.3.1,build_A1,dark
evt_SYN001352,sub_SYN00860,2026-07-17 19:27:00,17,12,insufficient_fund,765.0,1,0.0,199,good,False,medium,False,4.4.0,build_A1,light
evt_SYN001353,sub_SYN00860,2026-08-12 04:22:00,12,9,insufficient_fund,765.0,2,0.0,225,degraded,False,low,False,5.0.0,build_B7,dark
evt_SYN001354,sub_SYN00861,2025-08-28 15:49:00,28,1,insufficient_fund,179.0,0,,358,good,False,medium,True,5.0.0,build_C3,system
evt_SYN001355,sub_SYN00862,2026-05-17 14:06:00,17,12,insufficient_fund,373.0,0,,45,degraded,False,low,False,4.2.0,build_A1,system
evt_SYN001356,sub_SYN00862,2026-06-09 22:29:00,9,6,insufficient_fund,373.0,1,0.0,68,good,False,low,False,4.2.0,build_C3,system
evt_SYN001357,sub_SYN00863,2025-12-10 22:20:00,10,7,insufficient_fund,679.0,0,,55,good,False,low,False,5.0.0,build_D9,dark
evt_SYN001358,sub_SYN00864,2025-08-11 03:03:00,11,8,insufficient_fund,392.0,0,,76,degraded,False,medium,False,4.3.1,build_B7,system
evt_SYN001359,sub_SYN00865,2026-05-31 02:43:00,31,0,insufficient_fund,360.0,0,,248,good,False,low,True,4.3.1,build_D9,system
evt_SYN001360,sub_SYN00866,2025-10-04 02:54:00,4,1,insufficient_fund,113.0,0,,123,good,False,low,False,5.1.2,build_E2,light
evt_SYN001361,sub_SYN00866,2025-10-23 04:45:00,23,6,insufficient_fund,113.0,1,1.0,142,good,False,low,False,4.2.0,build_B7,dark
evt_SYN001362,sub_SYN00867,2026-05-17 08:40:00,17,12,insufficient_fund,439.0,0,,16,good,False,low,False,5.1.2,build_C3,system
evt_SYN001363,sub_SYN00867,2026-06-23 06:18:00,23,5,insufficient_fund,439.0,1,0.0,53,degraded,False,high,False,4.4.0,build_A1,system
evt_SYN001364,sub_SYN00868,2025-06-30 22:57:00,30,0,insufficient_fund,395.0,0,,118,degraded,False,low,True,5.1.2,build_C3,dark
evt_SYN001365,sub_SYN00869,2025-05-21 03:34:00,21,8,insufficient_fund,434.0,0,,19,good,False,medium,False,4.3.1,build_C3,dark
evt_SYN001366,sub_SYN00870,2025-06-28 11:18:00,28,0,insufficient_fund,404.0,0,,139,good,False,high,False,5.1.2,build_B7,system
evt_SYN001367,sub_SYN00871,2025-10-12 04:00:00,12,9,insufficient_fund,124.0,0,,166,good,False,low,False,5.0.0,build_C3,light
evt_SYN001368,sub_SYN00872,2026-04-15 01:33:00,15,12,insufficient_fund,117.0,0,,260,good,False,low,False,5.1.2,build_C3,light
evt_SYN001369,sub_SYN00873,2026-01-10 10:11:00,10,7,insufficient_fund,94.0,0,,104,good,False,medium,False,5.0.0,build_C3,dark
evt_SYN001370,sub_SYN00874,2026-03-10 18:11:00,10,7,insufficient_fund,327.0,0,,76,good,True,low,False,4.2.0,build_A1,dark
evt_SYN001371,sub_SYN00874,2026-04-13 15:32:00,13,10,insufficient_fund,327.0,1,0.0,110,degraded,False,medium,False,4.4.0,build_E2,light
evt_SYN001372,sub_SYN00874,2026-05-17 12:25:00,17,12,insufficient_fund,327.0,2,0.0,144,good,False,medium,False,5.1.2,build_D9,system
evt_SYN001373,sub_SYN00875,2026-04-03 04:33:00,3,0,insufficient_fund,129.0,0,,292,good,False,medium,False,4.3.1,build_D9,light
evt_SYN001374,sub_SYN00875,2026-04-22 08:29:00,22,6,insufficient_fund,129.0,1,0.0,311,good,False,low,False,5.1.2,build_E2,dark
evt_SYN001375,sub_SYN00876,2026-06-09 06:20:00,9,6,insufficient_fund,979.0,0,,27,good,False,low,False,4.2.0,build_C3,system
evt_SYN001376,sub_SYN00877,2026-03-27 21:01:00,27,2,insufficient_fund,479.0,0,,164,good,True,low,False,5.1.2,build_A1,light
evt_SYN001377,sub_SYN00878,2025-12-28 07:26:00,28,1,insufficient_fund,166.0,0,,320,good,False,low,False,4.2.0,build_D9,dark
evt_SYN001378,sub_SYN00878,2026-01-27 15:18:00,27,2,insufficient_fund,166.0,1,0.0,350,good,False,medium,False,5.0.0,build_C3,dark
evt_SYN001379,sub_SYN00878,2026-03-01 21:17:00,1,0,insufficient_fund,166.0,2,0.0,383,good,False,low,False,4.3.1,build_C3,light
evt_SYN001380,sub_SYN00879,2026-04-01 15:16:00,1,0,insufficient_fund,494.0,0,,16,good,False,low,False,5.0.0,build_A1,dark
evt_SYN001381,sub_SYN00880,2026-05-16 04:00:00,16,13,insufficient_fund,988.0,0,,29,poor,False,medium,True,4.4.0,build_A1,dark
evt_SYN001382,sub_SYN00881,2026-04-15 15:11:00,15,12,insufficient_fund,185.0,0,,410,poor,False,low,False,4.3.1,build_A1,dark
evt_SYN001383,sub_SYN00881,2026-05-15 12:40:00,15,12,insufficient_fund,185.0,1,0.0,440,good,False,medium,False,4.3.1,build_D9,system
evt_SYN001384,sub_SYN00882,2026-04-19 05:24:00,19,9,insufficient_fund,137.0,0,,236,good,True,low,False,4.3.1,build_D9,system
evt_SYN001385,sub_SYN00883,2026-03-07 07:39:00,7,4,insufficient_fund,90.0,0,,476,good,False,low,False,5.1.2,build_B7,dark
evt_SYN001386,sub_SYN00884,2026-04-02 12:41:00,2,0,insufficient_fund,167.0,0,,597,good,False,low,False,5.0.0,build_A1,light
evt_SYN001387,sub_SYN00885,2024-08-26 02:20:00,26,3,insufficient_fund,905.0,0,,26,good,False,low,False,4.4.0,build_E2,light
evt_SYN001388,sub_SYN00886,2026-05-07 19:37:00,7,4,insufficient_fund,4548.0,0,,273,good,False,low,False,4.3.1,build_E2,dark
evt_SYN001389,sub_SYN00887,2026-04-05 11:16:00,5,2,insufficient_fund,164.0,0,,129,good,False,low,False,4.3.1,build_B7,light
evt_SYN001390,sub_SYN00888,2025-08-08 11:45:00,8,5,insufficient_fund,928.0,0,,130,good,False,low,False,5.0.0,build_C3,dark
evt_SYN001391,sub_SYN00889,2025-11-04 14:45:00,4,1,insufficient_fund,132.0,0,,231,good,False,low,False,4.4.0,build_B7,light
evt_SYN001392,sub_SYN00890,2026-02-02 22:00:00,2,0,insufficient_fund,354.0,0,,317,good,True,low,False,4.2.0,build_B7,system
evt_SYN001393,sub_SYN00891,2026-02-20 02:33:00,20,6,insufficient_fund,815.0,0,,125,degraded,False,medium,False,5.1.2,build_D9,dark
evt_SYN001394,sub_SYN00892,2026-04-28 02:16:00,28,0,insufficient_fund,495.0,0,,11,good,False,low,True,5.1.2,build_A1,dark
evt_SYN001395,sub_SYN00893,2026-01-28 05:28:00,28,1,insufficient_fund,170.0,0,,24,poor,False,medium,False,5.1.2,build_D9,light
evt_SYN001396,sub_SYN00894,2026-05-09 17:14:00,9,6,insufficient_fund,343.0,0,,86,good,False,medium,False,4.2.0,build_B7,light
evt_SYN001397,sub_SYN00894,2026-06-22 13:57:00,22,6,insufficient_fund,343.0,1,1.0,130,good,False,low,False,4.2.0,build_A1,dark
evt_SYN001398,sub_SYN00894,2026-07-25 00:07:00,25,4,insufficient_fund,343.0,2,0.5,163,good,False,high,False,5.1.2,build_E2,system
evt_SYN001399,sub_SYN00894,2026-08-14 00:46:00,14,11,insufficient_fund,343.0,3,0.3333333333333333,183,good,False,medium,False,5.1.2,build_E2,system
evt_SYN001400,sub_SYN00895,2026-06-13 01:40:00,13,10,insufficient_fund,1409.0,0,,99,degraded,True,medium,False,4.2.0,build_E2,light
evt_SYN001401,sub_SYN00895,2026-07-11 08:49:00,11,8,insufficient_fund,1409.0,1,0.0,127,good,False,low,False,4.2.0,build_B7,dark
evt_SYN001402,sub_SYN00895,2026-08-14 06:44:00,14,11,insufficient_fund,1409.0,2,0.5,161,poor,False,medium,False,5.1.2,build_A1,light
evt_SYN001403,sub_SYN00896,2025-10-21 15:54:00,21,8,insufficient_fund,179.0,0,,426,good,False,medium,False,5.0.0,build_B7,light
evt_SYN001404,sub_SYN00897,2026-06-13 19:46:00,13,10,insufficient_fund,149.0,0,,22,good,False,high,False,4.2.0,build_D9,system
evt_SYN001405,sub_SYN00898,2025-07-21 21:29:00,21,8,insufficient_fund,183.0,0,,107,degraded,False,low,False,4.4.0,build_B7,dark
evt_SYN001406,sub_SYN00898,2025-12-29 11:40:00,29,0,insufficient_fund,183.0,1,0.0,268,good,False,low,False,4.4.0,build_B7,system
evt_SYN001407,sub_SYN00899,2024-11-21 05:06:00,21,7,insufficient_fund,403.0,0,,107,good,False,high,False,4.2.0,build_A1,light
evt_SYN001408,sub_SYN00900,2025-11-26 14:54:00,26,2,insufficient_fund,381.0,0,,66,good,False,medium,False,5.1.2,build_E2,light
evt_SYN001409,sub_SYN00901,2025-06-13 13:56:00,13,10,insufficient_fund,922.0,0,,16,poor,False,medium,False,4.3.1,build_B7,dark
evt_SYN001410,sub_SYN00902,2025-09-20 22:35:00,20,8,insufficient_fund,900.0,0,,234,poor,False,medium,False,4.4.0,build_E2,system
evt_SYN001411,sub_SYN00903,2026-01-17 12:34:00,17,12,insufficient_fund,943.0,0,,88,good,False,medium,False,4.3.1,build_B7,light
evt_SYN001412,sub_SYN00904,2026-01-05 17:06:00,5,2,insufficient_fund,674.0,0,,188,good,False,low,False,5.1.2,build_D9,light
evt_SYN001413,sub_SYN00905,2025-09-10 13:31:00,10,7,insufficient_fund,157.0,0,,308,degraded,False,low,False,5.0.0,build_D9,light
evt_SYN001414,sub_SYN00905,2025-10-14 21:08:00,14,11,insufficient_fund,157.0,1,0.0,342,good,False,low,False,4.4.0,build_A1,system
evt_SYN001415,sub_SYN00906,2026-05-15 05:53:00,15,12,insufficient_fund,352.0,0,,505,good,False,low,False,5.0.0,build_A1,light
evt_SYN001416,sub_SYN00907,2025-05-20 17:02:00,20,9,insufficient_fund,179.0,0,,189,good,False,medium,True,4.2.0,build_B7,light
evt_SYN001417,sub_SYN00908,2025-08-19 23:16:00,19,10,insufficient_fund,176.0,0,,406,good,True,low,False,4.2.0,build_C3,dark
evt_SYN001418,sub_SYN00908,2025-12-15 19:44:00,15,12,insufficient_fund,176.0,1,0.0,524,good,False,low,False,5.1.2,build_B7,system
evt_SYN001419,sub_SYN00909,2026-02-13 07:48:00,13,10,insufficient_fund,3645.0,0,,152,poor,False,low,False,5.1.2,build_A1,system
evt_SYN001420,sub_SYN00910,2026-02-20 04:00:00,20,6,insufficient_fund,386.0,0,,422,good,True,medium,False,4.3.1,build_A1,dark
evt_SYN001421,sub_SYN00910,2026-03-29 21:15:00,29,0,insufficient_fund,386.0,1,1.0,459,good,False,medium,False,4.3.1,build_D9,system
evt_SYN001422,sub_SYN00911,2025-06-11 09:33:00,11,8,insufficient_fund,1946.0,0,,67,degraded,False,low,False,5.0.0,build_B7,system
evt_SYN001423,sub_SYN00911,2025-07-01 05:52:00,1,0,insufficient_fund,1946.0,1,1.0,87,good,False,low,True,4.3.1,build_B7,system
evt_SYN001424,sub_SYN00911,2025-08-04 01:09:00,4,1,insufficient_fund,1946.0,2,1.0,121,good,False,low,False,4.4.0,build_A1,system
evt_SYN001425,sub_SYN00912,2026-04-22 21:29:00,22,6,insufficient_fund,414.0,0,,427,good,False,medium,False,5.0.0,build_D9,system
evt_SYN001426,sub_SYN00913,2026-03-28 06:24:00,28,1,insufficient_fund,383.0,0,,453,degraded,False,high,False,5.0.0,build_D9,system
evt_SYN001427,sub_SYN00914,2025-09-08 03:56:00,8,5,insufficient_fund,313.0,0,,259,poor,False,high,False,5.0.0,build_B7,light
evt_SYN001428,sub_SYN00915,2024-09-29 09:13:00,29,0,insufficient_fund,177.0,0,,11,good,True,low,False,4.2.0,build_A1,dark
evt_SYN001429,sub_SYN00916,2026-03-17 11:48:00,17,12,insufficient_fund,190.0,0,,169,degraded,False,low,False,4.3.1,build_A1,system
evt_SYN001430,sub_SYN00917,2025-11-14 04:39:00,14,11,insufficient_fund,308.0,0,,259,good,False,low,False,4.4.0,build_D9,light
evt_SYN001431,sub_SYN00918,2026-01-25 07:45:00,25,4,insufficient_fund,89.0,0,,70,good,False,medium,False,4.2.0,build_E2,dark
evt_SYN001432,sub_SYN00919,2025-11-09 03:03:00,9,6,insufficient_fund,3810.0,0,,213,poor,False,low,False,4.3.1,build_D9,dark
evt_SYN001433,sub_SYN00919,2025-12-16 14:54:00,16,13,insufficient_fund,3810.0,1,0.0,250,poor,False,low,False,4.3.1,build_D9,dark
evt_SYN001434,sub_SYN00919,2026-01-06 07:44:00,6,3,insufficient_fund,3810.0,2,0.0,271,degraded,False,medium,False,4.4.0,build_D9,dark
evt_SYN001435,sub_SYN00920,2025-05-14 06:01:00,14,11,insufficient_fund,152.0,0,,143,good,False,high,False,5.1.2,build_B7,system
evt_SYN001436,sub_SYN00921,2026-01-22 10:16:00,22,7,insufficient_fund,98.0,0,,424,degraded,False,medium,False,4.2.0,build_A1,dark
evt_SYN001437,sub_SYN00921,2026-03-03 06:46:00,3,0,insufficient_fund,98.0,1,0.0,464,degraded,False,low,False,4.3.1,build_A1,system
evt_SYN001438,sub_SYN00921,2026-04-08 16:00:00,8,5,insufficient_fund,98.0,2,0.0,500,good,False,low,False,5.0.0,build_B7,light
evt_SYN001439,sub_SYN00921,2026-04-25 18:11:00,25,3,insufficient_fund,98.0,3,0.0,517,good,False,medium,False,4.4.0,build_E2,system
evt_SYN001440,sub_SYN00922,2026-04-29 09:17:00,29,0,insufficient_fund,854.0,0,,262,degraded,False,medium,True,4.3.1,build_A1,system
evt_SYN001441,sub_SYN00923,2026-01-12 16:43:00,12,9,insufficient_fund,135.0,0,,217,good,False,high,False,5.1.2,build_C3,light
evt_SYN001442,sub_SYN00923,2026-02-19 20:37:00,19,7,insufficient_fund,135.0,1,0.0,255,poor,True,medium,False,5.1.2,build_E2,system
evt_SYN001443,sub_SYN00924,2026-04-27 06:18:00,27,1,insufficient_fund,3201.0,0,,199,good,False,medium,False,4.2.0,build_E2,system
evt_SYN001444,sub_SYN00924,2026-06-27 12:30:00,27,1,insufficient_fund,3201.0,1,0.0,260,good,False,low,False,4.2.0,build_A1,dark
evt_SYN001445,sub_SYN00925,2026-02-20 21:20:00,20,6,insufficient_fund,727.0,0,,18,good,False,medium,False,4.3.1,build_B7,system
evt_SYN001446,sub_SYN00926,2026-03-26 12:59:00,26,3,insufficient_fund,120.0,0,,116,good,False,medium,False,4.4.0,build_B7,system
evt_SYN001447,sub_SYN00927,2025-04-30 22:04:00,30,0,insufficient_fund,402.0,0,,242,good,False,medium,False,4.2.0,build_A1,light
evt_SYN001448,sub_SYN00927,2025-06-04 08:37:00,4,1,insufficient_fund,402.0,1,1.0,277,good,False,high,False,5.1.2,build_E2,system
evt_SYN001449,sub_SYN00927,2025-06-18 09:15:00,18,10,insufficient_fund,402.0,2,0.5,291,poor,False,low,False,4.3.1,build_D9,light
evt_SYN001450,sub_SYN00927,2025-07-25 15:26:00,25,4,insufficient_fund,402.0,3,0.3333333333333333,328,good,False,medium,False,4.2.0,build_B7,light
evt_SYN001451,sub_SYN00928,2026-03-02 03:18:00,2,0,insufficient_fund,320.0,0,,126,poor,False,medium,False,4.2.0,build_B7,system
evt_SYN001452,sub_SYN00928,2026-03-27 21:41:00,27,2,insufficient_fund,320.0,1,0.0,151,good,False,low,False,4.4.0,build_A1,system
evt_SYN001453,sub_SYN00928,2026-04-24 07:33:00,24,4,insufficient_fund,320.0,2,0.0,179,good,False,low,False,5.1.2,build_C3,system
evt_SYN001454,sub_SYN00929,2025-12-24 22:39:00,24,5,insufficient_fund,666.0,0,,524,good,False,low,False,5.1.2,build_E2,light
evt_SYN001455,sub_SYN00930,2026-02-10 11:18:00,10,7,insufficient_fund,894.0,0,,59,good,False,low,False,5.1.2,build_C3,light
evt_SYN001456,sub_SYN00931,2025-04-13 07:59:00,13,10,insufficient_fund,794.0,0,,93,good,False,low,False,4.4.0,build_B7,light
evt_SYN001457,sub_SYN00932,2026-04-16 00:15:00,16,12,insufficient_fund,491.0,0,,356,poor,False,low,False,4.3.1,build_C3,system
evt_SYN001458,sub_SYN00933,2025-04-02 02:57:00,2,0,insufficient_fund,111.0,0,,63,poor,False,medium,False,4.3.1,build_C3,dark
evt_SYN001459,sub_SYN00933,2025-05-08 04:25:00,8,5,insufficient_fund,111.0,1,0.0,99,good,False,low,True,5.0.0,build_A1,system
evt_SYN001460,sub_SYN00933,2025-06-13 00:38:00,13,10,insufficient_fund,111.0,2,0.0,135,good,False,low,False,5.1.2,build_D9,system
evt_SYN001461,sub_SYN00934,2026-03-04 16:28:00,4,1,insufficient_fund,436.0,0,,362,good,False,low,False,4.4.0,build_A1,system
